,Brand,Title,Review,Rating,Author Name,Review Date,Views,Like Count,Dislike Count,URL
171,Kia Seltos,The car as I expected,"I love this car, actually I loved the features of the car. When we went to the showroom they nicely explained the features of the car. I did a bit of research about this car and I came to know that this car offers features as well as the comfort that I expected which my car would give. I especially love the looks of this car and this car looks sporty and makes an impression on the front person. I think Kia Seltos is the best budget car to buy.",5,Shubha Pampatwar,19-Nov-19,127 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/the-car-as-i-expected-94041.htm
172,Kia Seltos,Design is attractive,"Nice car and had both driver and rear passenger comfort. If the budget is under 15 lakhs, then no doubt you can buy this beast.",5,Anonymous,19-Nov-19,20 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/design-is-attractive-94071.htm
173,Kia Seltos,Value of money,Amazing looks and space. The drive is smooth at the max speed with comfortable seats.,4,Mithilesh Yadav,19-Nov-19,21 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/value-of-money-94063.htm
174,Kia Seltos,The Beast in SUV,"First, its name catches everybody's attention and then the look is very much pretty and solid roar on road like a beast. The infotainment system is so good, have never seen this type of system in other cars which comes in it's rival and little costly then Kia Seltos. Amazing infotainment system with amazing interiors. The pick-up is so awesome and smooth. Seats are so comfortable. I must say if this is in your budget then don't go for any other car, just close your eyes and buy it.",5,Gaurav Kadam,19-Nov-19,36 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/the-beast-in-suv-94042.htm
175,Kia Seltos,I love this car,"I am glad that I have this SUV. It is very good and comfortable, spacious also. It is extremely good and wonderful. When we are in the car and the engine is on but there is no sound in the cabin, it is smooth. I would prefer the manual variant because it gives the feel of speed. With the sunroof in the car, it makes it a premium car.",5,Armaan Vimal,19-Nov-19,51 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/i-love-this-car-94034.htm
176,Kia Seltos,Marvelous car - Kia Seltos,"Marvelous model available in good color with the airbags, power steering, comfortable seating, seats are so soft, chilled AC and ABS.",5,Naga Babu,19-Nov-19,31 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/marvelous-car-kia-seltos-94027.htm
177,Kia Seltos,Waste of Money,"After the test drive of the manual petrol variant, I am not satisfied with the comfort and driving experience as it is very poor. The launch price is highly competitive with other best options like other brands. There is no comfort and space for the rear passengers. It's better to buy other cars.",2,Shreyash Rathod,19-Nov-19,1221 Views,5 Likes,3 Dislikes,https://www.cardekho.com/user-review/kia-seltos/waste-of-money-94023.htm
178,Kia Seltos,"Great car, definitely buy it",Kia Seltos is a great car and its engine is pretty powerful and I love its interior. I love the way how its back is designed and I love its taillights. Overall it is a great car and if you have an option then you definitely buy it. Love the way it looks. The only thing I see is that it is more or less a Hyundai Creta with a better design and Kia's logo. But it is a very nice car and also its handling is way better than any other car in this segment. You can definitely think of buying this car.,5,Raghhav Malhotra,19-Nov-19,102 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/great-car-definitely-buy-it-94021.htm
179,Kia Seltos,High price,Nice but look is typical and the look of the interior is very nice The price is very high compared to other cars.,2,Dnyanesh Shiudkar,18-Nov-19,38 Views,0 Likes,4 Dislikes,https://www.cardekho.com/user-review/kia-seltos/high-price-93982.htm
180,Kia Seltos,Best car of the year,"Getting into and out of the Seltos is easy and what is sure to impress is the sheer level of quality in the interior; material quality and fit-finish are up there with pricier European cars. The dashboard is neatly laid out and usefully places the infotainment system high up and in the driver?s line of sight. Top-spec Seltos? get slick 10.2-inch touchscreens, the instrument cluster is easy to read and there?s even head-up display. A powered driver?s seat, ventilated front seats, ambient lighting, a 360-degree parking camera, and even an onboard air purifier are other features offered on the Seltos. Front seat comfort is good but the rear seat does lose some points for the somewhat lack of thigh support. While not the roomiest of SUVs for the price, the Seltos offers plenty of space and features like a retractable backrest and retractable sun visors also enhance the rear seat experience.  While we are yet to try out all engine-gearbox options on offer, we did come away very impressed with the 1.5 diesel-manual and the 1.4 turbo-petrol autos. The 115hp diesel is very refined and performance is pleasant. A slick gearbox and a well-weighted clutch also make it easy to live with. Those looking for a sporty drive will find a good match in the 140hp, 1.4 turbo-petrol. The engine is smooth, strong and very likable. Also good is the 7-speed dual-clutch auto that is responsive and quick to shift. What's missing are paddle shifters.  The Kia Seltos is easy to drive. The steering requires reasonable effort and weights up well enough at higher speeds. Ride comfort is good too with nice low-speed bump absorption and confident high-speed manners",5,Suraj Yadav,17-Nov-19,1504 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-car-of-the-year-93899.htm
181,Kia Seltos,This is a Nice Car.,Nice car and having a 180 degree angle camera it has a nice ground clearance and having a great body and the best design it has been a new generation.it has a new and improved infotainment system its light is also great and DMR is so best it indicator is running such a nice car I suggest that this would be the best car.,4,Shekhar Sahu,17-Nov-19,252 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/this-is-a-nice-car-93890.htm
182,Kia Seltos,Heart beat,Classy exterior and interior and excellent ride and drive in turbo engine and night view through mood lighting is excellent.,5,Mayank Srivastava,17-Nov-19,27 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/heart-beat-93907.htm
183,Kia Seltos,Awesome car,"Well talking about this car it's phenomenally awesome. It is the car of the future. The car everyone would always want Kia Seltos is truly a great piece of technology with all the requirements needed to the fullest, also the staff of Kia is so helping that it by far the best experience having such a great car.",5,Ved Markandey,18-Nov-19,207 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/awesome-car-93953.htm
184,Kia Seltos,Best in the segment,"The car is exemplary, well worth the price as well. The quality of the interior and exterior is also stunning. The front looks like an Evoque. The only problem with looks is that the back is not so great. The turbo petrol variant is awesome.",5,Holy Crap,18-Nov-19,104 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-in-the-segment-93975.htm
185,Kia Seltos,Car performance,"High-speed car with good pick-up, nice interior as well as exterior. I like this car very much. This car is so cool.",5,Devashish Yadav,18-Nov-19,27 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/car-performance-93969.htm
186,Kia Seltos,The Awesome SUV: Kia Seltos,Kia Seltos is the best in its class. Very good looking. Its comfort level is also good. Great driving experience. Nice SUV for family purposes.,5,Amandeep,18-Nov-19,25 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/the-awesome-suv-kia-seltos-93936.htm
187,Kia Seltos,WORTH TO BUY IT,It is a beast in this segment. The features are so good and the power delivery is unbelievable. You feel like a luxury comfortable inside and there are no words for it.,5,Jashan Waraich,17-Nov-19,20 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/worth-to-buy-it-93880.htm
188,Kia Seltos,The car is a great value,"This car is very nice and good, you ever see this car, Kia Seltos is very good value of money.",5,Sunil Sai Cherry,17-Nov-19,18 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/the-car-is-a-great-value-93859.htm
189,Kia Seltos,Best choice,"The best choice, in this segment. Though you get the best features in the top model and HTX, I am 100% satisfied with this car.",5,Kunal Gupta,17-Nov-19,25 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-choice-93889.htm
190,Kia Seltos,Drive your Passion or Ride with Fashion,"A car is next thing to a cozy home because you tend to live, breathe, grow, eat, sleep in the car you choose and remember its not we who choose a car but its the car who chooses us to stay with us or part from us so Kia Seltos, owning this means great pride and with great pride comes greater confidence which turns out to portray in your drive.",4,Gurpreet Singh,17-Nov-19,65 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/drive-your-passion-or-ride-with-fashion-93857.htm
191,Kia Seltos,Reasonable Eeuro 6 SUV,"Best mileage SUV in euro 6 category, reasonable price with high end features best interior comfortable automatic transmission.",5,Gaurav Abrol Abrol,17-Nov-19,37 Views,2 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/reasonable-eeuro-6-suv-93844.htm
192,Kia Seltos,Buy any model of Kia Seltos it will satisfy you,"Great experience with Kia Seltos It's a great experience to drive Kia Seltos. Nice drive, good road-gripping, very luxurious interior, and tremendous exterior. I never get that thrill when I drove other cars before. The one and the only statement about it is the luxurious car in economic price. And mileage also good. So I suggest everyone have this car.",5,Viraj Pitale,17-Nov-19,281 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/buy-any-model-of-kia-seltos-it-will-satisfy-you-93843.htm
193,Kia Seltos,Great luxury in SUV,Seltos is one of the best cars I had seen till now no doubt it has a good sale for this car in India because it is worth. It has one of the most premium seating.,5,Waheedpasha,17-Nov-19,22 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/great-luxury-in-suv-93821.htm
194,Kia Seltos,Best in it's Segment,"The best car in its segment, this time It is the most advance feature-rich car, GT version is awesome its pickup and the initial response is very good. ",5,Anonymous,16-Nov-19,21 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-in-its-segment-93803.htm
195,Kia Seltos,Awesome Car GTX DCT,Seltos is the best car in this segment and a segment above! There is no competition between this and other cars it is competing with luxury segments with features like that.,5,User,17-Nov-19,118 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/awesome-car-gtx-dct-93856.htm
196,Kia Seltos,Best car in world,"The best car now in the market, I drive this car I feel comfortable when I am driving more space sports car.",5,Adv Siddarth Tanwar,17-Nov-19,22 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-car-in-world-93845.htm
197,Kia Seltos,Best car when it comes to comfort,"Nice car, all advanced features, very comfortable, and easy to drive. Enjoy your time with your family and friends.",5,Ashok Kumar Prajapat,17-Nov-19,20 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-car-when-it-comes-to-comfort-93839.htm
198,Kia Seltos,Disappointed with Seltos,The engine power is not much good as expected and dissatisfied with mileage as it is showing very high on paper but that is not the reality after when you buy.,3,Harsh Prakash,17-Nov-19,44 Views,2 Likes,1 Dislikes,https://www.cardekho.com/user-review/kia-seltos/disappointed-with-seltos-93818.htm
199,Kia Seltos,Excellent car in mid SUV Segment,Seltos is the best car and is a feature-loaded car and has a bs6 compiled engine. No One can compete with Seltos in this segment with this attractive price.,5,Dave,16-Nov-19,26 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/excellent-car-in-mid-suv-segment-93802.htm
200,Kia Seltos,Kia Seltos ownership review,"Kia Seltos is the best car in the market at that price segment and even in the SUV segment. I own one Kia Seltos .its really face turning. Kia Seltos really a beautiful car and it is just an awesome car. Kia Seltos is best in black colour in DCT petrol. Every feature of the market is captured in this car KIA Seltos almost every feature. If u thinking to buy Kia Seltos then I will say you that it is a great car to own. Kia Seltos even average is also so good. Kia Seltos has a great road presence. After the first service, there is an increase in Seltos average.",5,Rachit,16-Nov-19,2801 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-ownership-review-93746.htm
201,Kia Seltos,Great experience of Kia Seltos,"It's a great experience to drive Kia Altos. Nice drive, good road-gripping, very luxurious interior, and tremendous exterior. I never get that thrill when I drove other cars before. The one and the only statement about it is the luxurious car in economic price. And mileage also good. So I suggest everyone have this car.",5,Joel,16-Nov-19,1117 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/great-experience-of-kia-seltos-93745.htm
202,Kia Seltos,Kia's first journey,"The journey of KIA motors - Seltos has been exceptional so far, it competes very nicely with Brezza at its segment. One of the great things of this car has been the roof, it is very pleasing to have a view of the outside when the see-through glasses is almost edged to edge. Build quality has also been pretty solid. It suits well for Indian roads - this makes below par road quality feel like a toast with so butter applied on it! One of the key lookouts would be the accessibility of the available parts across the country. Given the time I am hoping it would grow rapidly!",4,Kasshyap P,15-Nov-19,667 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kias-first-journey-93727.htm
203,Kia Seltos,Speed and Pickup king,"The Hector is too much good I can say nothing but in a few words, I can say that the car speed is very good and the pickup is like Audi or a racecar. I wish everyone to buy this car and the features are also good so please buy this car the features of this car are also like Bugatti but this car price is very low much efficient like Audi or BMW.",5,Anonymous,15-Nov-19,449 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/speed-and-pickup-king-93722.htm
204,Kia Seltos,Kia Seltos a featured SUV,"The Seltos is an awesome car, the car hols great interiors and works fine. The features are also first in class.",5,Man Than,16-Nov-19,37 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-a-featured-suv-93762.htm
205,Kia Seltos,Best car Seltos,We have purchased the new KIA Seltos. We have purchased the HTX version. This car is amazing. The touchscreen is so big that its like a tablet. Its style is very cool too. ,5,Aarjav Singh,15-Nov-19,370 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-car-seltos-93739.htm
206,Kia Seltos,Good car not so good mileage,"Amazing car! Superb driveability, amazing handling, not so great mileage, When I first sat in the car it felt like a luxury car, way above its segment, and honestly, it delivers to my expectations.",4,Allen Pereira,15-Nov-19,1253 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/good-car-not-so-good-mileage-93738.htm
207,Kia Seltos,Kia seltos is a very nice car,"KIA Seltos is very nice and comfortable for everyone, mileage is extremely good and seat capacity is also comfortable.",5,Arya Waddader,15-Nov-19,26 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-is-a-very-nice-car-93737.htm
208,Kia Seltos,Unbeatable car,Seltos is an amazing car and is worth buying. Its amazing performance is giving the best competition to Creta and Ecosport.,5,Naman,15-Nov-19,20 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/unbeatable-car-93729.htm
209,Kia Seltos,Kia's First Car In India,"Kia Seltos is an awesome car and a perfect MUV loaded with features. Worth buying and perfect for the highway purpose. The commute family car, its power, and the audio system from BOSE are totally amazing.",5,Samir Khan,16-Nov-19,79 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kias-first-car-in-india-93775.htm
210,Kia Seltos,Best car in the segment,"My friend just bought one last week and its hell of a car. It looks smashing on the outside-inside, its elegant and somewhat sporty too but the list of features on this car just goes on. It has a sunroof, Bose audio even an air purifier, I mean tell me one another car under 30 even 40 lacs to offer that and on the top trim there is the light strip on the grill which connects to the headlights that element looks quite awesome in the night. Overall, loved this car and recommend it to everyone.",5,Rishabh,15-Nov-19,2404 Views,0 Likes,2 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-car-in-the-segment-93678.htm
211,Kia Seltos,Best SUV in this segment,Best SUV in the current market. Top class design and and high performance. Better than other cars.,5,Nazim Mulla,14-Nov-19,65 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-suv-in-this-segment-93667.htm
212,Kia Seltos,That's a Real Car,"It is a real car in the whole automobile industry. I not only like it but prefer to love the design. It is more premium with new features which often seem to be in more expensive German cars. Whatever the car pros and cons are but I look more about its pros. At last but not least, I am having a great smile on my face after having it in my garage.",5,Rishabh Bhawani,15-Nov-19,190 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/thats-a-real-car-93707.htm
213,Kia Seltos,Feature of glory,It is an excellent car for sitting and view. Also comfortable for long-height people and so many features are included in the car.,5,Vijay Gidmare,15-Nov-19,29 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/feature-of-glory-93698.htm
214,Kia Seltos,Kia Seltos - Smooth Car,Smooth steering and awesome sheets in the front. I feel like this is the only love of my life. Powerful engine gives a extra speed. A tough and smart SUV.,5,Kamalendra Singh,15-Nov-19,38 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-smooth-car-93696.htm
215,Kia Seltos,A luxurious car,"It is a very fabulous car. The features are very excellent and it has good safety features, convenience, comfort and luxury.",4,Anonymous,15-Nov-19,29 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/a-luxurious-car-93686.htm
216,Kia Seltos,Seldomly mine,Best in inside entertainment with the latest features and pocket-friendly price. Perfect SUV designed for people.,5,Anonymous,15-Nov-19,20 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/seldomly-mine-93676.htm
217,Kia Seltos,Excellent with smooth engine,"It is a good compact SUV with good mileage, fantastic interiors, front seats are ventilated, Bose speakers and led headlight.",5,Sibaprasad Mishra,14-Nov-19,26 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/excellent-with-smooth-engine-93674.htm
218,Kia Seltos,Kia Seltos performance,Best look and very powerful engine. It is heavy and steering is very smooth. The brakes and clutch are very soft. World's 1st smart pure air purifier. Bose premium sound system with its speakers. The engine is very refined with 138 BHP. Tiger nose grill. Those looking for a sporty drive will find a good match in the 140 HP and 1.4 turbo petrol engine. Fantastic led indicators.,5,Abhineet Singh,14-Nov-19,132 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-performance-93650.htm
219,Kia Seltos,Love at first sight,Ye car gajab lagti hai. Jab pehli baar dekhi to aisa man kia ke le lu. Or night mai to iski headlight ke uper ki DRL or bhi jyada achi lagti hai. Size itna bada nahi hai or na hi chota hai or agar wheels ki baat kare to style sabse alag hai matlab aisa design hai jo time beetne ke baad bhi old nahi dikhega.,4,Deepak Khatri,14-Nov-19,69 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/love-at-first-sight-93664.htm
220,Kia Seltos,Invincible SUV,The Car looks perfect from all the angles. Drives brilliantly. The petrol engine is a hoot to drive and the DCT (Dual Clutch Transmission) gearbox is just the icing on the cake. The car provides best in class features and also some of the first in the segment as well. The bose sound system works like magic. All led headlamps and the gt line spec gives the car premium look and feel.,4,Dhruv Sharma,13-Nov-19,1548 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/invincible-suv-93580.htm
221,Kia Seltos,King of Compact Suv Segment.,"Nice car in the segment but its better to increase their power. It has a lag like it is getting on fewer mileage vehicles. And if I talk about the interior it's awesome, the music system is awesome and the design of the car seems to be a foreign car and it looks stunning, the seats of the car are very comfortable and the sunroof is pretty good, the speakers are mind-blowing.",5,Pradeep Kumar,14-Nov-19,1579 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/king-of-compact-suv-segment-93619.htm
222,Kia Seltos,Kia Seltos is the Best Car in this Range,"The car is undoubtedly the best in the SUV segment. I have driven Creta & MG Hector both when I wanted to buy an SUV. Kia Seltos is far ahead of Creta and marginally ahead of MG Hector. People had no option and they had to go for Creta (Majburi). People who own Creta very well know that Kia Seltos is far ahead of them. I think Kia Seltos gives the best driving experience, comfort, safety, features and a very refined petrol engine. I am seeing many people commenting about airbags & safety. No car in the range of 12-14 lakhs offers 6 airbags.",5,Rahul Chowdhury,14-Nov-19,902 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-is-the-best-car-in-this-range-93615.htm
223,Kia Seltos,Awesome Car,"Very nice car, latest features, good looking car, sound quality awesome, very good braking system and automatic features available, led lights and alloy wheel are very nice.",2,Raghuvanshi Shivam Singh,13-Nov-19,1688 Views,0 Likes,9 Dislikes,https://www.cardekho.com/user-review/kia-seltos/awesome-car-93589.htm
224,Kia Seltos,Winner of heart,"Technology loaded, the best car and driving is too smooth, the automatic version is also better, it is one of the most preferable car in this segment.",5,Vinit Shukla,13-Nov-19,31 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/winner-of-heart-93559.htm
225,Kia Seltos,Kia Seltos,Awesome car with great features and outstanding looks loved the performance. Overall 10 out of 10 for this car.,5,Manish Jain,13-Nov-19,23 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-93555.htm
226,Kia Seltos,Beast and Elegant,"This car looks like a beast, the headlamps are exquisite, the interior seems pretty amazing, the alloy wheels have a unique design.",5,Arpan Borah,14-Nov-19,27 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/beast-and-elegant-93644.htm
227,Kia Seltos,Excellent Car,"Excellent car features, comfortable seats, overall the car looks amazing, features wise the car is so pretty and comfortable. ",5,Garish,14-Nov-19,29 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/excellent-car-93637.htm
228,Kia Seltos,Love to Ride,Kia Seltos performance is great on all roads. It looks very stunning. Good interior with many options and variants. ,4,User,13-Nov-19,21 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/love-to-ride-93577.htm
229,Kia Seltos,Very Good Car,"This car is very good, it is so beautiful and the car is priced low but the quality of the material used in the car is very good.",5,Sahil,14-Nov-19,24 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/very-good-car-93611.htm
230,Kia Seltos,Prefect SUV - Kia Seltos,"Kia Seltos is definitely a car worth considering if you want a compact SUV that is feature-loaded with a budget of 12-20 Lakhs. Comes with a wide range of variants. And unlike the Creta, the top end models also come with Auto Transmission. The DCT gearbox gives a very smooth ride. Also first in Class features like Air Purifier, Heads Up Display make it even more worth the price. The No. Of bookings will clearly tell you what the car is all about.",5,Pradnyesh Suryawanshi,12-Nov-19,1989 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/prefect-suv-kia-seltos-93479.htm
231,Kia Seltos,Smooth Drive - Kia Seltos,"Kia Seltos is an amazing car with muscular body structure and bit more comfort inside, don't underrate the power of 1.5 diesel motor. It's the most feature-full car in its segment I didn't drive the petrol one but it is definitely a good option, the fuel economy is also decent considering its price range. Overall a good package in its segment. Finally superb model. Great design and interior. I Loved it.",5,Gauri Patel,13-Nov-19,709 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/smooth-drive-kia-seltos-93534.htm
232,Kia Seltos,Fabulous - Kia Seltos,"Kia Seltos is a very fabulous car. Its features are very excellent and good safety features, convenience, comfortable and luxurious.",5,Priyanka,13-Nov-19,48 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/fabulous-kia-seltos-93526.htm
233,Kia Seltos,"Best Performance, Looks And Features - Kia Seltos","Kia Seltos is the best ever SUV / MPV car with all the safety features and latest technology in the market in the budget of every middle-class family. Best in class mileage, best performance, super and muscular look make it so appealing in Indian market. Within 3 months of launch with more than 50000+ sales and booking is a record-breaking achievement of the company Kia.",5,Niranjan Bansal,12-Nov-19,995 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-performance-looks-and-features-kia-seltos-93457.htm
234,Kia Seltos,About Its Safety And Look - Kia Seltos,"Kia Seltos is a very good car and look is really great with its alloy wheels making the car attractive and very dashing, front headlight are very cool it looks like a beast. Its safety features are great, it has 6 airbags and great space inside, Kia Seltos is a very good car.",5,Vraj Panchal,12-Nov-19,445 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/about-its-safety-and-look-kia-seltos-93454.htm
235,Kia Seltos,Very Good SUV - Kia Seltos,Kia Seltos is a very good car and very good engine performance and safety features are just great. A very good car in this price range. ,5,Ravindar Joshi,11-Nov-19,25 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/very-good-suv-kia-seltos-93379.htm
236,Kia Seltos,Best And Beautiful - Kia Seltos,Kia Seltos speaker is very best and all its features are amazing. Its engine is very best and this car gives the very best feeling of driving an SUV.,5,Dhruv Sharma,12-Nov-19,32 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-and-beautiful-kia-seltos-93473.htm
237,Kia Seltos,Best Car - Kia Seltos,Kia Seltos is an extremely tremendous car in the field of compact SUV. The car that has uplifted standard of the Indian automobile industry.,5,Arun Kumar Bhardwaj,12-Nov-19,31 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-car-kia-seltos-93450.htm
238,Kia Seltos,Best In Class - Kia Seltos,"Kia Seltos has got the powerful engine of about 1.5L, has great ground clearance. It has got the best interior at this price range. Has got a huge touch screen infotainment system, has the best speakers of bose. The inside colour ambient is great. Got airbag as safety. The car is worth its price. ",5,Navaneeth Vs,11-Nov-19,76 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-in-class-kia-seltos-93413.htm
239,Kia Seltos,Best Car - Kia Seltos,"I have bought the Kia Seltos HTX IVT petrol. It's an awesome car. Completed 200 kms in 2 days, the experience is fantabulous. Kia Seltos is the best car on the road, it's a value for money car. ",5,Deepak,12-Nov-19,191 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/best-car-kia-seltos-93490.htm
240,Kia Seltos,The Great - Kia Seltos,"Kia Seltos styling is excellent. Tyre size is adequate. 1.6 ltr CRDI is same as Creta except it is BS6 which is great and is a very refined engine. Steering response is good but not sharp. The infotainment system is excellently backed by the Bose speakers. The sound quality and the bass is very satisfying. The headlights are effective, especially on the highway.",5,Aditya Nair,9-Nov-19,2274 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/the-great-kia-seltos-93252.htm
241,Kia Seltos,King - Kia Seltos,"Kia Seltos looks so amazing and interior leather finishing takes the car at another level and second thing, the exterior of the car looks fantastic but the problem is when we talk about its interior the customer will fell like he is in a BMW series 7 if we compare it with Toyota Innova Crysta or some other cars its really luxurious. Hope you enjoyed my review thank you.",5,Nirmal Singh,10-Nov-19,2833 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/king-kia-seltos-93336.htm
242,Kia Seltos,Superb Experience - Kia Seltos,"I purchased the Kia Seltos HTK Plus Diesel one month back. I drove it about 3K Km in last one month. I couldn't find any single point of disappointment. With head-turning looks, everyone finds it so attractive and innovative design. I got around 16-17 Km per lit average Delhi and 21 Km on Punjab Highway. Superb pickup. Just one betterment KIA can do, that making rear seat armrest and seat reclining include in all variants. This will add comfort for rear-seat without much investment. I am very happy with the features, styling, and performance. Kia should rapidly work on accessories and spare availability to keep themselves ahead against the competition. Failing to this, Indian customer may be distracted easily by upcoming Hyundai and Fords new models.",5,Anonymous,10-Nov-19,1085 Views,2 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/superb-experience-kia-seltos-93334.htm
243,Kia Seltos,The Best - Kia Seltos,"Kia Seltos is the best in the industry right now. Best in its segment and has a very premium look.  Highlights:- 1. Bose audio system (for selected models). 2. Seats are comfortable, the driver's seat is like heaven. 3. You won't even experience bumpiness even in city limits because of the high-class suspension used.",5,Pvr Madhav,10-Nov-19,469 Views,1 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/the-best-kia-seltos-93314.htm
244,Kia Seltos,Nice Car Just Loved It - Kia Seltos,"Kia Seltos is a nice car and features are also good but as compared to other cars price is too high but value for money and I like the shape of the body, the design of the mac wheels are just awesome. The shape and design of the car look like its a millionaires car, just loved it. Thank you.",5,Amalendu Ghosh,11-Nov-19,190 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/nice-car-just-loved-it-kia-seltos-93373.htm
245,Kia Seltos,Massive Car In Segment - Kia Seltos,"Kia Seltos is one of the most luxurious car in the segment. All first in class features, one of the best family car and looks so impressive worth for money.",5,Prem Kumar,11-Nov-19,50 Views,0 Likes,0 Dislikes,https://www.cardekho.com/user-review/kia-seltos/massive-car-in-segment-kia-seltos-93370.htm
