,Brand,Review,Rating,Author Name,Review Date,URL
136,MG Hector,MG Hector is the best car in the segment. The car has good design and loaded with great features. It is a king on the road.,5,Nisar Sk,"Sep 03, 2019",https://www.cardekho.com/user-review/mg-hector/the-king-of-road-82746.htm
137,MG Hector,MG Hector is a very comfortable vehicle and value for money. ,5,Rishi Raghuwanshi,"Sep 05, 2019",https://www.cardekho.com/user-review/mg-hector/best-82975.htm
138,MG Hector,"MG Hector is Value for money car. It has excellent features.  It has electronically adjustable Front sensors, rear sensors, Front camera, rear camera.",5,Aman Balchandani,"Sep 04, 2019",https://www.cardekho.com/user-review/mg-hector/value-for-money-82864.htm
139,MG Hector,"Such a futuristic car MG Hector is like you can control your car with just your voice like""MG OPEN THE SUNROOF"" and the sunroof will get opened. Wow, I just love it.",5,Simar Singh,"Sep 03, 2019",https://www.cardekho.com/user-review/mg-hector/good-car-82634.htm
140,MG Hector,"MG Hector is a car came in the market which can bring down other cars to shame. Yes, this car brings something very awesome with itself. The bold grill with a large MG badging is just like icing on the cake. The massive sunroof 😍😍 oh gosh it's a piece of art. Dual exhaust and the chrome treatment looks stunning. Of course, how can I forget the tesla inspired 10.4 or 10.5-inch touchscreen display. Comes with great features. And 1 thing I would like to add is for me MG stands for (MY GAADI) HECTOR. 😊😊",5,Snehil Ojha,"Aug 28, 2019",https://www.cardekho.com/user-review/mg-hector/piece-of-perfection-81697.htm
141,MG Hector,"MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like in accidental condition it calls to emergency service automatically.",5,Patel Tanmay,"Aug 30, 2019",https://www.cardekho.com/user-review/mg-hector/mind-blowing-car-82140.htm
142,MG Hector,"MG Hector is a full package of good looks, status, and technology. Which is delivering more performance. I am passionate about MG Hector. I think this is a better investment because MG Hector will not lose much value as compared to others. MG Hector has more gadgets which help to avoid accidents. Seats of the car are pretty comfortable.",5,Sanjeev Kumar Sharma,"Sep 02, 2019",https://www.cardekho.com/user-review/mg-hector/my-dream-car-82631.htm
143,MG Hector,MG Hector when did advertisement from then only the car looked way to big and as its name its the human thing like everything can be controlled just by speaking the things like hello mg please open the sunroof and sunroof gets opened and also the car offers many other services and features that are basically the best thing in this price range overall the thing is that you can buy luxury feel in this price range.,5,Raghav Sood,"Aug 31, 2019",https://www.cardekho.com/user-review/mg-hector/good-car-82259.htm
144,MG Hector,MG Hector is a very nice and budget car for many people. The specs and features the company is providing are very good.,5,Exotics Drives,"Sep 01, 2019",https://www.cardekho.com/user-review/mg-hector/nice-car-82415.htm
145,MG Hector,MG Hector is awesome car and it has the best features. Its road presence is too good and it has good safety standards.,5,Santhosh,"Aug 31, 2019",https://www.cardekho.com/user-review/mg-hector/must-buy-vehicle-82168.htm
146,MG Hector,MG Hector is a nice car and gives a superb performance. It has a powerful engine and a super pick up.,5,Devilal Udhdiya,"Aug 30, 2019",https://www.cardekho.com/user-review/mg-hector/super-car-82095.htm
147,MG Hector,MG Hector is a fantastic car. It has voice control and it gives super driving experience.,5,Aruna Juluri,"Aug 30, 2019",https://www.cardekho.com/user-review/mg-hector/car-of-the-year-82072.htm
148,MG Hector,MG Hector is a nice car with comfortable seats. New generation people will like this car for sure. Very good car in its segment as compared to Creta and Seltos.,5,Bablu Fruitwala,"Aug 28, 2019",https://www.cardekho.com/user-review/mg-hector/super-car-81712.htm
149,MG Hector,MG Hector is a great car very comfortable and has power in the engine. Actually worth of money 17lakhs for all those features is a go for me.,5,Kunal Rampal,"Aug 28, 2019",https://www.cardekho.com/user-review/mg-hector/worth-of-money-81631.htm
150,MG Hector,"Actually just I am giving 5 🌟 to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for this company, the sky is also not the limit.",5,Anonymous,"Aug 24, 2019",https://www.cardekho.com/user-review/mg-hector/awesome-good-80816.htm
151,MG Hector," I am the biggest fan of MG Hector. Ok, now I will give you the proper review of this car. First, we have to go through the specifications (which mainly I liked ) *1956 cc engine *168 bhp *50+ connected features *25+ std safety features This is the specifications personally I liked more. Now we have to talk about, Pros :  *Design, *Full led lights, *Big infotainment system, *Boot space. Realy apart from these there are lots of good things are there Now I noticed some minor Cons :  *Quality of interior, *I think it may feel some uncomfortable for 6 feet person to site in the back seat. Other than this the MG Hector is awesome. The price and all other is super in this car . But one biggest question is arising in my mind, what about services and car accessories where we get this all. I think the price of the accessories of this is quite high because they have to import it from there country.",5,Pavan Kumar C G,"Aug 27, 2019",https://www.cardekho.com/user-review/mg-hector/the-beast-81613.htm
152,MG Hector,MG Hector is super and features are superb specialist features are very good and this car made with human technology. It's India's first human technology car under 20lakhs and comfort of this car also very good and panoramic sunroof is very long and I can't ever see such a car with that excellent features I wish to buy this car for all.,5,Anonymous,"Aug 26, 2019",https://www.cardekho.com/user-review/mg-hector/super-car-81307.htm
153,MG Hector,MG Hector - Front grill helps this car to get an amazing road presence. Customize the interior of your car from mg as the Black interior is boring. The infotainment system is average but not best. Hector has awesome build quality. If you want to get a good buy in this segment you should go for hector. Mg hector is far better than Hyundai Creta.,5,Sarwagya Dixit,"Aug 24, 2019",https://www.cardekho.com/user-review/mg-hector/a-good-package-mg-hector-80876.htm
154,MG Hector,"MG hector is totally amazing car, both look vise and feature vise. It has a voice command feature which is unique in its segment. secondly, MG hector does not have a hump in the legroom of rear seats. It also has the largest boot as compared to its rivals. Its more spacious and quality of material used in making the dashboard is really awesome.",5,Anurag Sharma,"Aug 24, 2019",https://www.cardekho.com/user-review/mg-hector/mindblowing-car-80867.htm
155,MG Hector,"One of the best cars in today's generation, speechless features, ultimate look, excellent in speed and pick up, nice infrastructure, average, and mileage are quite good.",5,Aditya Dixit,"Aug 26, 2019",https://www.cardekho.com/user-review/mg-hector/great-features-81390.htm
156,MG Hector,"It would be best if you name it as a china toy car. It has many problems, please no one buy the car and waste your money. The clutch plates will get burnt if you drive for more time in traffic, for diesel, there are fuel pump problems, All the parts are exported from China.",1,User,"Aug 25, 2019",https://www.cardekho.com/user-review/mg-hector/worst-car-81217.htm
157,MG Hector,"Car and its features are superb, this car made with human technology and it's India's first human technology car under 20 lakhs and comfort of this car also very good. The panaromic sunroof is very long.",5,Bhanu Prakash,"Aug 25, 2019",https://www.cardekho.com/user-review/mg-hector/superb-car-with-human-technology-81084.htm
158,MG Hector,"MG Hector is an Amazing car, have no words but I can only say that from a bit time ago it becomes my dream car and I recently purchased it by knowing features, photos and dealers contact around me with the help of #CARDEKHO, Thanks, cardekho team, and great app keep helping people and fulfilling people's dream.",5,Parth Desai,"Aug 24, 2019",https://www.cardekho.com/user-review/mg-hector/good-car-80895.htm
159,MG Hector,MG Hector is good for its internetwork but all people say that it is a Chinese company.,4,Smita Sharma,"Aug 24, 2019",https://www.cardekho.com/user-review/mg-hector/internet-car-80881.htm
160,MG Hector,"MG Hector is an outstanding car as the car is offering almost everything like sunroof, speaker system, 10 inches touch screen infotainment system. The car has excellent interiors and exteriors. The car has some disadvantages as well, like small tyres and turbo lag. Otherwise, the car is excellent at a good price range.",5,Piyush Katial,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/loved-it-the-most-80670.htm
161,MG Hector,MG Hector is a good car. Done something different from others. Value for money car. Best ever features. The best thing it's infotainment system. It's front grill and headlamps gives it a different and gorgeous look. Its seating comfort is also best in class. A perfect five-seater car. Alloys also give it an enhanced look. The built quality is also up to the mark.,5,Divyanshu Bhalothia,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-80731.htm
162,MG Hector,MG Hector is an eyecatcher. We got MG on 9th of July. since days we are on top of cloud 9. its super amazing car with all luxury comfort style smartness n most imp internet-connected car.,5,User,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/classy-like-a-boss-80725.htm
163,MG Hector,MG Hector is the best car I have ever seen in my life. It is a voice control car. And it is at the lowest price is only 12 lakhs. And it looks very shiny and it has a sunroof. The sunroof makes us being the best view of nature. It has an awesome and stylish body. It also talks to us. ,5,Vadodrian Gamer,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/it-is-a-human-thing-morris-garages-hector-80636.htm
164,MG Hector,"Actually, just I am giving 5 🌟 to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for this company, sky is also not the limit.",5,Akshat,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/awesome-good-80586.htm
165,MG Hector,MG Hector gives a good pick up. Looks are awesome. The best part is its sunroof and available at an affordable price 20Lakh. The competition is the Creta and the compass but it has an edge on it I think that the interior could have a more luxurious feel but if you are looking for a good package SUV + MUV you have my blessings go for it.,4,Raghav Gupta,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/good-car-80458.htm
166,MG Hector,MG Hector is the best SUV in India. It has many good features. It gives the best driving experience. Very comfortable car.,4,Kapil Sahu,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/best-features-80560.htm
167,MG Hector,"It is a human thing and has so many good features. It is a fully automatic car like we say that ""Hello MG, Please open sunroof, Please play my favorite song, Please turn on AC"" and it responds so well. ",5,Krishna,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/fully-automatic-car-80635.htm
168,MG Hector,MG Hector has good looks but I prefer MG ZS EV is my choice spacious cabin bigger than Creta and Kia seltos and in EV its better than Tata upcoming ev to buy.,4,User,"Aug 23, 2019",https://www.cardekho.com/user-review/mg-hector/good-looks-80587.htm
169,MG Hector,I think  MG Hector need more time to set in India and Kia Seltos is best in comparison with it.,1,Ayyaz Shareef,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/bad-quality-80452.htm
170,MG Hector, MG Hector is a good car but Kia has beaten it at price. No doubt features are endless the reflector beam at the back spoils the look. Though the handling is good and its voice control is a bit laggy. Interior is good but could be better. Exterior needs to be better. The engine is solid and the pickup is great mood work by MG for roads in India. Hope the best for you team mg India!,4,Saksham Goyal,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/best-but-could-be-better-80354.htm
171,MG Hector,"MG Hector cant be the segment leader just because of low price and this car is not offering things up to the mark, as the car is offering low quality at low price and this is very disappointing. Either u raise ur standard quality and charge more money or must stop selling this cheap product.",1,Samar Rathod,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/cheap-quality-80365.htm
172,MG Hector,"MG Hector is the best car I ever saw, best in feautures and best in driving expirience. The car is made in such a way that the person would buy it after driving it. Everyone has a dream for this fantastic car.",5,Mitesh Sardhara,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-80362.htm
173,MG Hector,"  MG Hector is having poor quality interiors, bad ride quality such as body roll. Engine lacks a punch comparing the size of the car feels very underpowered, exteriors are good and eye-catchy",1,Madhu Srinivas,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/poor-quality-interiors-80209.htm
174,MG Hector,"MG Hector is a great car. I took the test drive and its a mind-blowing car and one of the most impressive feature in this car is voice command with 10.4"" infotainment system.    ",5,Madni Chini,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/the-next-generation-car-80322.htm
175,MG Hector,MG Hector is such a brilliant car because it has internet inside and gives premium quality. This car is very powerful. I like this car a lot.,5,Sachin Mishra,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/the-best-car-ever-80366.htm
176,MG Hector,  MG Hector is a powerful car with best features. It has a powerful engine which gives the best experience.,5,Dhanraj,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/best-experience-80364.htm
177,MG Hector,This is an amazing machine. Full of power. In short its a beast. It is very comfortable and the petrol variant is so quiet from inside.,5,Aditya Singh,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/beast-on-indian-roads-80323.htm
178,MG Hector,"It is really spacious, amazing handling on roads, good looks & affordable when compared to similar size vehicle. KIA Seltos is similar but there is no competition of Hector. Price for this is really competitive.",5,Anonymous,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/amazing-car-mg-hector-80239.htm
179,MG Hector,"Too good vehicle. The opposing market is perplexed and dumb, about what to comment. The quality, the material, the engine, the sunroof, the rear seat comfort is flawless. An affordable luxury.",5,Anonymous,"Aug 22, 2019",https://www.cardekho.com/user-review/mg-hector/gravitating-hector-80233.htm
180,MG Hector,"MG Hector gives good power and torque with modern features like wide touchscreen with the internet. Car is very spacious, comfortable to drive even in city traffic.",5,Goverdhanlal,"Aug 20, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-with-modern-features-79951.htm
181,MG Hector,MG Hector is the best SUV in the segment with fully loaded and excellent features. It gives smooth and comfortable driving. Go for it!,5,Kuldip Singh Bhatia,"Aug 21, 2019",https://www.cardekho.com/user-review/mg-hector/best-suv-80188.htm
182,MG Hector,Touch response is not that good as compared to variants sold outside India and the interior is nice not the best and I did not like the design as it looks like a rectangular box as and it is not appealing as other competitors in the segment as well as the Kia Seltos which has made its debut in India. I think Seltos will gain more buyers than Hector.,3,Yash Sheth,"Aug 20, 2019",https://www.cardekho.com/user-review/mg-hector/not-so-good-car-mg-hector-79885.htm
183,MG Hector,"MG Hector, I just love this car as car design, interiors and exteriors are great. The best thing is voice control.",5,User,"Aug 21, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-80130.htm
184,MG Hector,  MG Hector is an awesome car as it is India's first internet car. Car is having a large boot space and available at a different price range.,5,Neeraj Shukla,"Aug 21, 2019",https://www.cardekho.com/user-review/mg-hector/love-this-car-80147.htm
185,MG Hector,  MG Hector is a beautiful and comfortable car with same engine as of Jeep Compass and Harrier. Really happy with this car.,5,Rahul,"Aug 21, 2019",https://www.cardekho.com/user-review/mg-hector/beautiful-car-80069.htm
186,MG Hector,"MG Hector is a revolution in motor industry to come with this many features in this price like solid body, Fiat engine n excellent comfort drive.",5,Ravinder Reddy,"Aug 21, 2019",https://www.cardekho.com/user-review/mg-hector/excellent-vehicle-80061.htm
187,MG Hector,Nice car with a good drive and handling. My children are liking it very much especially the sunroof color quality is excellent.,5,Anonymous,"Aug 21, 2019",https://www.cardekho.com/user-review/mg-hector/awesome-car-mg-hector-80004.htm
188,MG Hector,Disliked the car. Expectations were high but the car was not at all up to the mark. Poor build quality. Even a small hit had put a deep dent on it.,1,Anonymous,"Aug 21, 2019",https://www.cardekho.com/user-review/mg-hector/poor-build-quality-79995.htm
189,MG Hector,Disliked the car. Expectations were high but the car was not at all up-to-the-mark. Poor build quality. Even a small hit had put a deep dent on it.,1,Kritisha,"Aug 20, 2019",https://www.cardekho.com/user-review/mg-hector/worst-car-mg-hector-79851.htm
190,MG Hector,"My experience is amazing with MG Hector. The car is very spacious from inside, the cabin and the build quality is also strong. There are many first-in-segment and best-in-segment features like Bose speakers, Voice Control, Panoramic Sunroof, 10.4 Inch Touchscreen, Inbuilt Navigation and much more. I would strongly recommend this car to people who are willing to buy cars in 15- 20 lakh rupees range.",5,Saubag,"Aug 19, 2019",https://www.cardekho.com/user-review/mg-hector/my-experience-with-mg-hector-79642.htm
191,MG Hector,MG Hector's handling is not excellent and the steering feels a little disconnected form the road. The rest of the car has really good features like the connected asssitant and internet. The huge infotainment system really catches the attention. The seats are really comfortable. It is really spacious. The boot is big. But the engine is little underpowered.,4,Yajuvendra Shah,"Aug 19, 2019",https://www.cardekho.com/user-review/mg-hector/good-but-not-excellent-79593.htm
192,MG Hector,"MG Hector is a very amazing car with seat capacity of 5 persons.It's back seat can also be converted into a bed.It is purely design on new technology. However, I like its voice assistant the most.",5,Shree Jee,"Aug 20, 2019",https://www.cardekho.com/user-review/mg-hector/amazing-car-79848.htm
193,MG Hector,"The New MG Hector is the best feature loaded car under 20 lakh. The car provides the voice control,a huge 10 inch touchscreen display which is a great feature under 20 lakh. The car provides the great experience while driving. I shared my personal experience with Hector which is owned by my uncle. So if looking for a best mid size SUV go for the new MG Hector.",5,Jaymeen Dadhania,"Aug 18, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-79327.htm
194,MG Hector,"Build quality and interior is quite good, the ride is also quite good. The music system is excellent. Car exterior looks premium. Latest technology used. Leather seat quality is very fine.",5,Randeep,"Aug 18, 2019",https://www.cardekho.com/user-review/mg-hector/great-car-in-this-segment-79285.htm
195,MG Hector,MG Hector is the best car I have seen with great features. It's true that this car is just not a car it's a human thing. Interiors and exteriors of the car are great. No other is there in comparison with MG Hector.    ,5,Shivam Patil,"Aug 15, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-78664.htm
196,MG Hector,A very bad car indeed. Not at all recommended. Poor quality and road presence. Not at all suitable for odd rising.,1,Manveer,"Aug 20, 2019",https://www.cardekho.com/user-review/mg-hector/worst-car-mg-hector-79849.htm
197,MG Hector,"MG Hector is a Good car and best SUV. Very Spacious. Perfect look and the best feeling. And the most amazing thing is a new style, fully voice command.",5,Manish Sharma,"Aug 17, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-in-india-79123.htm
198,MG Hector,"The car gives you a very poor mileage. On the first full tank, I got a mileage of 6.5. km/ltr. That too driving at very nominal speed( less than 80km/ltr). I really had a bad experience",1,Satish Shinde,"Aug 17, 2019",https://www.cardekho.com/user-review/mg-hector/bad-experience-79122.htm
199,MG Hector,"MG Hector is really a nice car, it has great looks and also it is a very powerful car. ",5,Seema Soni,"Aug 17, 2019",https://www.cardekho.com/user-review/mg-hector/car-with-looks-and-power-79118.htm
200,MG Hector,"Hello guys, if you want a great car in this price range, the go for the MG Hector. It has good performance, good control, good build, good functions and overall it's a beast... Its front design gives it a modern and futuristic look and this look is future proof so your car won't feel old ever after many years... It's very practical, it's huge display is awesome but it could have been more awesome if they added a 90-hertz refresh rate to it , but the current refresh rate is not overall bad and it's very satisfying... Its sunroof is the main thing which you won't get in any other cars in this price segment its dimensions are great... I love it... If you want a strong futuristic car that will get highlighted on the road, MG Hector is the one for you.",5,Anonymous,"Aug 14, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-in-the-segment-78440.htm
201,MG Hector,"So good car Internet directed features are so cool. The only feedback is, sunroof is not there, best in the class SUV, very comfortable, ground clearance is also very good, interiors are such awesome. Console tends to be very high at performance, lastly as the name suggests it behaves totally as hector talks in a bullying way.",4,Parth Dixit,"Aug 12, 2019",https://www.cardekho.com/user-review/mg-hector/the-best-suv-ever-78085.htm
202,MG Hector,"MG Hector is a completely underpowered car, I have come across, trust me guys, I did a blunder looking at the features and not considered Harrier, a total waste of money.",1,Anonymous,"Aug 15, 2019",https://www.cardekho.com/user-review/mg-hector/low-powered-78634.htm
203,MG Hector,MG Hector - Simply it has no competitor 1 star less coz each variant expensive by 30-40 thousand If they deduct their prices by 30-40k then these cars have no one comparators in their range.,4,Sandeep Dhondge,"Aug 14, 2019",https://www.cardekho.com/user-review/mg-hector/awesome-car-78505.htm
204,MG Hector,"Owned MG Hector sharp diesel. Drove more than 2000 km in last 20 day. Awesome long drive SUV. SAFE, POWERFUL, COMFORTABLE and LATEST SUV. There are some issues but it is meant to rule Highways.",5,Hemant Swaroop Mathur,"Aug 12, 2019",https://www.cardekho.com/user-review/mg-hector/awesome-human-thing-78217.htm
205,MG Hector,"If you are planning for a luxurious ride & value for money vehicle then this SUV is the best & beast of all. Against Toyota Fortuner, Tata Harrier, Renault Duster, Mahindra XUV 300, etc. Looks & comfort features including gives you a profound & deep satisfaction. The latest technology will give you a young generation feeling with all on a voice command feature. Leg space, boot space, another storages etc are all above the marks.",5,Rahul,"Aug 12, 2019",https://www.cardekho.com/user-review/mg-hector/best-beast-suv-till-now-78147.htm
206,MG Hector,"This car is awesome as it is fully loaded with features with a voice assistant. The sunroof, audio and video player is simply great. The best car in this segment.",5,Kuber Sharma,"Aug 13, 2019",https://www.cardekho.com/user-review/mg-hector/mg-its-a-human-thing-78346.htm
207,MG Hector,MG Hector is a good vehicle with less fuel consumption. The features are extraordinary.,5,Renganath J,"Aug 13, 2019",https://www.cardekho.com/user-review/mg-hector/awesome-vehicle-78227.htm
208,MG Hector,It is a very nice car with high-level technology and great interior and exterior. It is the best car.,5,Night Rider,"Aug 12, 2019",https://www.cardekho.com/user-review/mg-hector/the-best-car-78214.htm
209,MG Hector,"MG Hector - Love the car fully loaded with features, looking awesome and the driving experience great with powerful performance.",5,User,"Aug 12, 2019",https://www.cardekho.com/user-review/mg-hector/loaded-with-all-feautres-78193.htm
210,MG Hector,"Regret the day I decided to purchase MG Hector. It took two weeks after delivery of the car to get the documentation in order. However, the worse nightmare was to follow: 1. On highway driving, the mileage of the MG Hector (Petrol) is 8.76 (tank full to tank full)! This is shocking. 2. Air-conditioning is very poor. At L1 (coolest) setting and at an ambient temperature of fewer than 35 degrees, it was uncomfortable inside the car. 3. The pick-up is very poor. Even on a small slope, and at low gear (2 or 3), the car struggles to move. 4. Many of the so-called ""high tech"" features do not work. On the plus side, the vehicle is spacious and four (not five) persons can sit comfortably. I am sorry that credible websites like you and others did not bring out these obvious deficiencies when you reviewed this vehicle.",1,Rajeev Thakore,"Aug 12, 2019",https://www.cardekho.com/user-review/mg-hector/poor-mileage-poor-performance-vehicle-78073.htm
211,MG Hector,This is the best SUV in this price range .i think if someone thinks about class and budget both at the same time then MG Hector is the only choice .their is no competition in the comfort and class felling in this price range in India right now. Internet connectivity and response time is also best.,5,Ashish Payal,"Aug 11, 2019",https://www.cardekho.com/user-review/mg-hector/golden-era-of-mg-begins-77922.htm
212,MG Hector,"It's not just a car it's a feeling. Best car in the nation. Its looks, power, safety, braking, handling, and many more are superb. It never disappoints you on a long journey. Best in the class interior, features are just wow. Pricing is also very compatible with other cars in competition. Just love the car.",5,Lakshay,"Aug 11, 2019",https://www.cardekho.com/user-review/mg-hector/beast-in-segment-77829.htm
213,MG Hector,It is so exhilarating. I loved the car so much. The company has worked hard in designing. The features reminded me of Audi.,5,Uttkarsh Sharma,"Aug 09, 2019",https://www.cardekho.com/user-review/mg-hector/the-car-is-a-muscle-77317.htm
214,MG Hector,This is car looks awesome. I suggest it to somebody who wants to buy a car. The model of this car is beautiful with a wild look.,5,Bhargav Sai,"Aug 11, 2019",https://www.cardekho.com/user-review/mg-hector/better-to-choose-this-car-77835.htm
215,MG Hector,"The car is fully loaded with ample space in the front and back. The engine is efficient but car mileage is low at 8 KMPL, right now. The interiors are good, AC is very effective and onboard computers are amazing. Truly modern car at the best price.",4,Niraj Thapar,"Aug 11, 2019",https://www.cardekho.com/user-review/mg-hector/my-new-mg-hector-at-petrol-77813.htm
216,MG Hector,MG Hector is amazing and loved by its performance and no doubt its best in this segment and a new feature is launched i.e the inbuilt internet in a car which smoothens the ride 😊,5,Anonymous,"Aug 11, 2019",https://www.cardekho.com/user-review/mg-hector/just-amazing-77775.htm
217,MG Hector,"Looks like MG Hector will disrupt the automotive segment in India. Still waiting for my car, but at this stage after observing all positive and negative reviews about the car, I still opine it is worth the wait. I hope MG will not disappoint its fan followers in this segment.",5,Anonymous,"Aug 10, 2019",https://www.cardekho.com/user-review/mg-hector/value-for-money-77559.htm
218,MG Hector,The Sunroof & the infotainment system of MG Hector is just a phenomenon and the technology in the car is simply awesome.,4,Aman,"Aug 10, 2019",https://www.cardekho.com/user-review/mg-hector/just-amazing-77607.htm
219,MG Hector,"I like internet connectivity in this car because if I'm away from the car I can start the engine without anyone's help from anywhere. This will be more helpful to those who are taking the diesel version, while the owner is away from the car for months they can start the engine from anywhere using the app.",5,Thoufeequl Rashid T,"Aug 10, 2019",https://www.cardekho.com/user-review/mg-hector/best-car-with-internet-connectivity-77601.htm
220,MG Hector,"I just got the delivery of the car... I am very happy to have such a prime car. A worthy car only I can say. Huge Boot space. Very good suspension. Big screen and Very good stability control on turns. I also tested it for hill assistant and such good results. Although I haven't gone for off-road, I drive through a road of full patches and Mud and I found it as a Good offroader too.",5,Manan Singh,"Aug 07, 2019",https://www.cardekho.com/user-review/mg-hector/the-best-car-till-now-mg-hector-76986.htm
221,MG Hector,The car is good overall but lags in power when used at its full limit. (7seats+luggage). It's little lighter than its rivals but also an economic one. Its presence is noteworthy but feels bulky sometimes.,4,Atharva Vilas72jadhav,"Aug 05, 2019",https://www.cardekho.com/user-review/mg-hector/a-tough-rival-76490.htm
222,MG Hector,"MG Hector is in the waiting period. I loved the test drive and I am sure it a great car with a lot of features. I am eagerly waiting for it as I am a car lover and to my knowledge, this car gives you all the things that you would need in this modern country.",5,Anonymous,"Aug 08, 2019",https://www.cardekho.com/user-review/mg-hector/superbb-77059.htm
223,MG Hector,MG Hector is really a stunning car specially in this segment. Everyone loves is design and interface. Voice command features are the center of attraction in this car. There will be more rivals to this car in the near future like Kia seltos and more.,4,Dushyant,"Aug 06, 2019",https://www.cardekho.com/user-review/mg-hector/stunning-hood-76723.htm
224,MG Hector,"Hello, this is just a review after doing 4000 km on diesel top-end variant. I will not get into looks and interiors as so many people have written on it. I would just focus on my 4000 km travel experience. Did hill as well as national and state highway driving? Touched 170 km/h speed. Car is excellent to drive and braking at high-speed is fantastic. No vibration or sitting while breaking, just stops straight. On the bridge, joints do not jump or shake. Would rate it better than a Fortuner or Q5 which I have driven on some roads (Lucknow to Delhi). Hill driving did between Kanpur and shaktinagar. On hill, I find the car has less power especially when u change gears. The car has a perfect grip on hill turns. The car gave me an average fuel consumption of 18 between Kanpur and shaktinagar. Very comfortable seats just don't feel tired. Everything was perfect except for two issues. 1. headlights need improvement as on rainy night visibility gets bad. 2. Wiper blades need some improvement as it leaves some foggy impression on the glass for a second.",5,Sameer Bhargava,"Aug 06, 2019",https://www.cardekho.com/user-review/mg-hector/superb-car-mg-hector-76699.htm
225,MG Hector,"This car is superb, terrific, awesome, best interior with Bluetooth, navigation, roof window, touch screen, ABS, airbags, radio, the exterior with alloy wheels and beautiful colours.",5,Divyansh Chera,"Aug 04, 2019",https://www.cardekho.com/user-review/mg-hector/super-duper-car-76258.htm
226,MG Hector,Very nice car MG Hector wonderful and safe travels and tours. It's Very good best maintenance packages.,5,Gaurav Maid,"Aug 04, 2019",https://www.cardekho.com/user-review/mg-hector/i-love-mg-hector-76251.htm
227,MG Hector,The features are impressive. The acceleration is great within a good price range. The built quality is nice. ,4,Engineer Gaurav Aditya,"Aug 06, 2019",https://www.cardekho.com/user-review/mg-hector/a-good-car-76733.htm
228,MG Hector,Excellent looks with great mileage. fabulous design with a comfortable interior.,5,Puneet,"Aug 06, 2019",https://www.cardekho.com/user-review/mg-hector/great-mileage-car-76810.htm
229,MG Hector,It is a luxury car which has fabulous features and comes with beautiful looks,5,Crime Branch,"Aug 06, 2019",https://www.cardekho.com/user-review/mg-hector/luxury-car-76705.htm
230,MG Hector,"I took a test drive on the new nice looking car called MG. Yes, it's a good looking car and fully loaded with top features that the competitors do not have till I am writing this but, I expect that Hyundai will make the new car to make a tough competition for them. MG driving experience (diesel), I noticed the engine sound is a bit lower than the compass and the harrier. It gives good power. wheel spin is controlled, but I noticed one issue that space (gap) between the clutch pedal and the dead pedal is low its bit discomfort for the driver. the suspension is supreme but doesn't know the condition at corners. Music system (infinity) is supreme, but the white cloth-like cover for the sunroof has no quality. The wheel size could be better. the instrument cluster is not up to the mark. Other wise its a nice car waiting for a face lift of this model.",4,Fasil Sha S,"Aug 01, 2019",https://www.cardekho.com/user-review/mg-hector/the-showoff-car-75658.htm
231,MG Hector,"I just got the delivery of the car... I am very happy to have such a prime car at me. A worthy car only I can say. Huge Boot space. Very good suspension. Big screen and Very good stability control on turns. I also tested it for hill assistant and such good results... Although I haven't gone for off-road, I drive through a road of full patches and Mud and I found it as a Good offroader too.",5,Sai Holkar,"Aug 03, 2019",https://www.cardekho.com/user-review/mg-hector/true-human-thing-76141.htm
